"refseq"	"group"
"NM_001199243"	"Depleted"
"NM_001199243"	"Depleted"
"NM_001199245"	"Depleted"
"NM_001199245"	"Depleted"
"NM_001199245"	"Depleted"
"NM_001199244"	"Depleted"
"NM_001199244"	"Depleted"
"NM_001199244"	"Depleted"
"NM_030265"	"Depleted"
"NM_030265"	"Depleted"
"NM_030265"	"Depleted"
"NM_001199242"	"Depleted"
"NM_001199242"	"Depleted"
"NM_001199242"	"Depleted"
"NM_001199243"	"Depleted"
"NM_001199243"	"Depleted"
"NM_001199243"	"Depleted"
"NM_001199245"	"Depleted"
"NM_001199245"	"Depleted"
"NM_001199245"	"Depleted"
"NM_001199244"	"Depleted"
"NM_001199244"	"Depleted"
"NM_001199244"	"Depleted"
"NM_030265"	"Depleted"
"NM_030265"	"Depleted"
"NM_030265"	"Depleted"
"NM_001199242"	"Depleted"
"NM_001199242"	"Depleted"
"NM_001199242"	"Depleted"
"NM_001199243"	"Depleted"
"NM_001199243"	"Depleted"
"NM_001199243"	"Depleted"
"NM_001199245"	"Depleted"
"NM_001199245"	"Depleted"
"NM_001199245"	"Depleted"
"NM_001199244"	"Depleted"
"NM_001199244"	"Depleted"
"NM_001199244"	"Depleted"
"NM_030265"	"Depleted"
"NM_030265"	"Depleted"
"NM_030265"	"Depleted"
"NM_001199242"	"Depleted"
"NM_001199242"	"Depleted"
"NM_001199242"	"Depleted"
"NM_001199243"	"Depleted"
"NM_001199243"	"Depleted"
"NM_001199243"	"Depleted"
"NM_001199245"	"Depleted"
"NM_001199245"	"Depleted"
"NM_001199245"	"Depleted"
"NM_001199244"	"Depleted"
"NM_001199244"	"Depleted"
"NM_001199244"	"Depleted"
"NM_030265"	"Depleted"
"NM_030265"	"Depleted"
"NM_030265"	"Depleted"
"NM_001199242"	"Depleted"
"NM_001199242"	"Depleted"
"NM_001199242"	"Depleted"
"NM_001199243"	"Depleted"
"NM_001199243"	"Depleted"
"NM_001199243"	"Depleted"
"NM_001199245"	"Depleted"
"NM_001199245"	"Depleted"
"NM_001199245"	"Depleted"
"NM_001199244"	"Depleted"
"NM_001199244"	"Depleted"
"NM_001199244"	"Depleted"
"NM_030265"	"Depleted"
"NM_030265"	"Depleted"
"NM_030265"	"Depleted"
"NM_001199242"	"Depleted"
"NM_001199242"	"Depleted"
"NM_001199242"	"Depleted"
"NM_001199243"	"Depleted"
"NM_001199243"	"Depleted"
"NM_001199243"	"Depleted"
"NM_001356989"	"Enriched"
"NM_001356989"	"Enriched"
"NM_001356989"	"Enriched"
"NM_027242"	"Enriched"
"NM_027242"	"Enriched"
"NM_027242"	"Enriched"
"NM_001356989"	"Enriched"
"NM_001356989"	"Enriched"
"NM_001356989"	"Enriched"
"NM_027242"	"Enriched"
"NM_027242"	"Enriched"
"NM_027242"	"Enriched"
"NM_001359129"	"Depleted"
"NM_001359129"	"Depleted"
"NM_001359129"	"Depleted"
"NM_001293791"	"Depleted"
"NM_001293791"	"Depleted"
"NM_001293791"	"Depleted"
"NM_027590"	"Depleted"
"NM_027590"	"Depleted"
"NM_027590"	"Depleted"
"NM_001293792"	"Depleted"
"NM_001293792"	"Depleted"
"NM_001293792"	"Depleted"
"NM_001359129"	"Depleted"
"NM_001359129"	"Depleted"
"NM_001359129"	"Depleted"
"NM_001293791"	"Depleted"
"NM_001293791"	"Depleted"
"NM_001293791"	"Depleted"
"NM_027590"	"Depleted"
"NM_027590"	"Depleted"
"NM_027590"	"Depleted"
"NM_001293792"	"Depleted"
"NM_001293792"	"Depleted"
"NM_001293792"	"Depleted"
"NM_001359129"	"Depleted"
"NM_001359129"	"Depleted"
"NM_001359129"	"Depleted"
"NM_001293791"	"Depleted"
"NM_001293791"	"Depleted"
"NM_001293791"	"Depleted"
"NM_027590"	"Depleted"
"NM_027590"	"Depleted"
"NM_027590"	"Depleted"
"NM_001293792"	"Depleted"
"NM_001293792"	"Depleted"
"NM_001293792"	"Depleted"
"NM_001359129"	"Depleted"
"NM_001359129"	"Depleted"
"NM_001359129"	"Depleted"
"NM_001293791"	"Depleted"
"NM_001293791"	"Depleted"
"NM_001293791"	"Depleted"
"NM_027590"	"Depleted"
"NM_027590"	"Depleted"
"NM_027590"	"Depleted"
"NM_001293792"	"Depleted"
"NM_001293792"	"Depleted"
"NM_001293792"	"Depleted"
"NM_001172097"	"Depleted"
"NM_001172097"	"Depleted"
"NM_001172097"	"Depleted"
"NM_030197"	"Depleted"
"NM_030197"	"Depleted"
"NM_030197"	"Depleted"
"NM_001172096"	"Depleted"
"NM_001172096"	"Depleted"
"NM_001172096"	"Depleted"
"NM_001172097"	"Depleted"
"NM_001172097"	"Depleted"
"NM_001172097"	"Depleted"
"NM_030197"	"Depleted"
"NM_030197"	"Depleted"
"NM_030197"	"Depleted"
"NM_001172096"	"Depleted"
"NM_001172096"	"Depleted"
"NM_001172096"	"Depleted"
"NM_001172097"	"Depleted"
"NM_001172097"	"Depleted"
"NM_001172097"	"Depleted"
"NM_030197"	"Depleted"
"NM_030197"	"Depleted"
"NM_030197"	"Depleted"
"NM_001172096"	"Depleted"
"NM_001172096"	"Depleted"
"NM_001172096"	"Depleted"
"NM_198625"	"Depleted"
"NM_198625"	"Depleted"
"NM_198625"	"Depleted"
"NM_001310591"	"Depleted"
"NM_001310591"	"Depleted"
"NM_001310591"	"Depleted"
"NM_001310591"	"Depleted"
"NM_001310591"	"Depleted"
"NM_198625"	"Depleted"
"NM_198625"	"Depleted"
"NM_198625"	"Depleted"
"NM_001310591"	"Depleted"
"NM_001310591"	"Depleted"
"NM_001310591"	"Depleted"
"NM_001310591"	"Depleted"
"NM_001310591"	"Depleted"
"NM_183088"	"Enriched"
"NM_183088"	"Enriched"
"NM_183088"	"Enriched"
"NM_001359408"	"Enriched"
"NM_001359408"	"Enriched"
"NM_001359408"	"Enriched"
"NM_032398"	"Enriched"
"NM_032398"	"Enriched"
"NM_032398"	"Enriched"
"NM_181394"	"Enriched"
"NM_181394"	"Enriched"
"NM_181394"	"Enriched"
"NM_181394"	"Enriched"
"NM_181394"	"Enriched"
"NM_181394"	"Enriched"
"NM_181394"	"Enriched"
"NM_181394"	"Enriched"
"NM_181394"	"Enriched"
"NM_001348167"	"Depleted"
"NM_001348167"	"Depleted"
"NM_001348167"	"Depleted"
"NM_001348167"	"Depleted"
"NM_001348168"	"Depleted"
"NM_001348168"	"Depleted"
"NM_001348168"	"Depleted"
"NM_001348168"	"Depleted"
"NM_153168"	"Depleted"
"NM_153168"	"Depleted"
"NM_153168"	"Depleted"
"NM_153168"	"Depleted"
"NM_001348167"	"Depleted"
"NM_001348167"	"Depleted"
"NM_001348167"	"Depleted"
"NM_001348167"	"Depleted"
"NM_001348168"	"Depleted"
"NM_001348168"	"Depleted"
"NM_001348168"	"Depleted"
"NM_001348168"	"Depleted"
"NM_153168"	"Depleted"
"NM_153168"	"Depleted"
"NM_153168"	"Depleted"
"NM_153168"	"Depleted"
"NM_001348167"	"Depleted"
"NM_001348167"	"Depleted"
"NM_001348167"	"Depleted"
"NM_001348167"	"Depleted"
"NM_001348168"	"Depleted"
"NM_001348168"	"Depleted"
"NM_001348168"	"Depleted"
"NM_001348168"	"Depleted"
"NM_153168"	"Depleted"
"NM_153168"	"Depleted"
"NM_153168"	"Depleted"
"NM_153168"	"Depleted"
"NM_023900"	"Enriched"
"NM_023900"	"Enriched"
"NM_023900"	"Enriched"
"NM_023900"	"Enriched"
"NM_023900"	"Enriched"
"NM_023900"	"Enriched"
"NM_023900"	"Enriched"
"NM_023900"	"Enriched"
"NM_023900"	"Enriched"
"NM_028130"	"Depleted"
"NM_028130"	"Depleted"
"NM_028130"	"Depleted"
"NM_028130"	"Depleted"
"NM_028130"	"Depleted"
"NM_028130"	"Depleted"
"NM_028130"	"Depleted"
"NM_028130"	"Depleted"
"NM_028130"	"Depleted"
"NM_175226"	"Depleted"
"NM_175226"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_001160235"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_174997"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_001160236"	"Depleted"
"NM_029017"	"Enriched"
"NM_029017"	"Enriched"
"NM_029017"	"Enriched"
"NM_144879"	"Depleted"
"NM_144879"	"Depleted"
"NM_144879"	"Depleted"
"NM_144879"	"Depleted"
"NM_144879"	"Depleted"
"NM_144879"	"Depleted"
"NM_144879"	"Depleted"
"NM_144879"	"Depleted"
"NM_010688"	"Depleted"
"NM_010688"	"Depleted"
"NM_010688"	"Depleted"
"NM_024173"	"Enriched"
"NM_024173"	"Enriched"
"NM_024173"	"Enriched"
"NM_030093"	"Enriched"
"NM_030093"	"Enriched"
"NM_030093"	"Enriched"
"NM_030093"	"Enriched"
"NM_030093"	"Enriched"
"NM_030093"	"Enriched"
"NM_011931"	"Depleted"
"NM_011931"	"Depleted"
"NM_011931"	"Depleted"
"NM_001360878"	"Depleted"
"NM_001360878"	"Depleted"
"NM_001360878"	"Depleted"
"NM_011931"	"Depleted"
"NM_011931"	"Depleted"
"NM_011931"	"Depleted"
"NM_001360878"	"Depleted"
"NM_001360878"	"Depleted"
"NM_001360878"	"Depleted"
"NM_011931"	"Depleted"
"NM_011931"	"Depleted"
"NM_011931"	"Depleted"
"NM_001360878"	"Depleted"
"NM_001360878"	"Depleted"
"NM_001360878"	"Depleted"
"NM_019834"	"Depleted"
"NM_019834"	"Depleted"
"NM_019834"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001077359"	"Depleted"
"NM_001077359"	"Depleted"
"NM_001077359"	"Depleted"
"NM_019834"	"Depleted"
"NM_019834"	"Depleted"
"NM_019834"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001077359"	"Depleted"
"NM_001077359"	"Depleted"
"NM_001077359"	"Depleted"
"NM_019834"	"Depleted"
"NM_019834"	"Depleted"
"NM_019834"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001077359"	"Depleted"
"NM_001077359"	"Depleted"
"NM_001077359"	"Depleted"
"NM_019834"	"Depleted"
"NM_019834"	"Depleted"
"NM_019834"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001077359"	"Depleted"
"NM_001077359"	"Depleted"
"NM_001077359"	"Depleted"
"NM_019834"	"Depleted"
"NM_019834"	"Depleted"
"NM_019834"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001077359"	"Depleted"
"NM_001077359"	"Depleted"
"NM_001077359"	"Depleted"
"NM_019834"	"Depleted"
"NM_019834"	"Depleted"
"NM_019834"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001077359"	"Depleted"
"NM_001077359"	"Depleted"
"NM_001077359"	"Depleted"
"NM_019834"	"Depleted"
"NM_019834"	"Depleted"
"NM_019834"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001077359"	"Depleted"
"NM_001077359"	"Depleted"
"NM_001077359"	"Depleted"
"NM_019834"	"Depleted"
"NM_019834"	"Depleted"
"NM_019834"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001077359"	"Depleted"
"NM_001077359"	"Depleted"
"NM_001077359"	"Depleted"
"NM_019834"	"Depleted"
"NM_019834"	"Depleted"
"NM_019834"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001077359"	"Depleted"
"NM_001077359"	"Depleted"
"NM_001077359"	"Depleted"
"NM_019834"	"Depleted"
"NM_019834"	"Depleted"
"NM_019834"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001077360"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001347400"	"Depleted"
"NM_001077359"	"Depleted"
"NM_001077359"	"Depleted"
"NM_001077359"	"Depleted"
"NM_001033430"	"Depleted"
"NM_001033430"	"Depleted"
"NM_001033430"	"Depleted"
"NM_019979"	"Enriched"
"NM_019979"	"Enriched"
"NM_019979"	"Enriched"
"NM_019979"	"Enriched"
"NM_019979"	"Enriched"
"NM_019979"	"Enriched"
"NM_001174107"	"Depleted"
"NM_001174107"	"Depleted"
"NM_001174107"	"Depleted"
"NM_177395"	"Depleted"
"NM_177395"	"Depleted"
"NM_177395"	"Depleted"
"NM_001040695"	"Depleted"
"NM_001040695"	"Depleted"
"NM_001040695"	"Depleted"
"NM_001040695"	"Depleted"
"NM_001040695"	"Depleted"
"NM_001040695"	"Depleted"
"NM_001040695"	"Depleted"
"NM_001040695"	"Depleted"
"NM_001040695"	"Depleted"
"NM_001040695"	"Depleted"
"NM_001040695"	"Depleted"
"NM_001040695"	"Depleted"
"NM_001170401"	"Depleted"
"NM_001170401"	"Depleted"
"NM_001170401"	"Depleted"
"NM_001364891"	"Depleted"
"NM_001364891"	"Depleted"
"NM_001364891"	"Depleted"
"NM_178745"	"Depleted"
"NM_178745"	"Depleted"
"NM_178745"	"Depleted"
"NM_001364892"	"Depleted"
"NM_001364892"	"Depleted"
"NM_001364892"	"Depleted"
"NM_001170401"	"Depleted"
"NM_001170401"	"Depleted"
"NM_001170401"	"Depleted"
"NM_001364891"	"Depleted"
"NM_001364891"	"Depleted"
"NM_001364891"	"Depleted"
"NM_178745"	"Depleted"
"NM_178745"	"Depleted"
"NM_178745"	"Depleted"
"NM_001364892"	"Depleted"
"NM_001364892"	"Depleted"
"NM_001364892"	"Depleted"
"NM_001170401"	"Depleted"
"NM_001170401"	"Depleted"
"NM_001170401"	"Depleted"
"NM_001364891"	"Depleted"
"NM_001364891"	"Depleted"
"NM_001364891"	"Depleted"
"NM_178745"	"Depleted"
"NM_178745"	"Depleted"
"NM_178745"	"Depleted"
"NM_001364892"	"Depleted"
"NM_001364892"	"Depleted"
"NM_001364892"	"Depleted"
"NM_009846"	"Depleted"
"NM_009846"	"Depleted"
"NM_009846"	"Depleted"
"NM_009846"	"Depleted"
"NM_175103"	"Enriched"
"NM_175103"	"Enriched"
"NM_175103"	"Enriched"
"NM_175103"	"Enriched"
"NM_175103"	"Enriched"
"NM_175103"	"Enriched"
"NM_173432"	"Depleted"
"NM_173432"	"Depleted"
"NM_173432"	"Depleted"
"NM_001359069"	"Depleted"
"NM_001359069"	"Depleted"
"NM_001359069"	"Depleted"
"NM_001013778"	"Depleted"
"NM_001013778"	"Depleted"
"NM_001013778"	"Depleted"
"NM_001359069"	"Depleted"
"NM_001359069"	"Depleted"
"NM_001359069"	"Depleted"
"NM_001013778"	"Depleted"
"NM_001013778"	"Depleted"
"NM_001013778"	"Depleted"
"NM_029100"	"Depleted"
"NM_029100"	"Depleted"
"NM_029100"	"Depleted"
"NM_001278161"	"Enriched"
"NM_001278161"	"Enriched"
"NM_001278161"	"Enriched"
"NM_001201391"	"Enriched"
"NM_001201391"	"Enriched"
"NM_001201391"	"Enriched"
"NM_178608"	"Depleted"
"NM_178608"	"Depleted"
"NM_178608"	"Depleted"
"NM_178608"	"Depleted"
"NM_178608"	"Depleted"
"NM_178608"	"Depleted"
"NM_178608"	"Depleted"
"NM_178608"	"Depleted"
"NM_178608"	"Depleted"
"NM_027258"	"Depleted"
"NM_027258"	"Depleted"
"NM_027258"	"Depleted"
"NM_027258"	"Depleted"
"NM_027258"	"Depleted"
"NM_027258"	"Depleted"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_010194"	"Enriched"
"NM_026954"	"Enriched"
"NM_013844"	"Depleted"
"NM_013844"	"Depleted"
"NM_013844"	"Depleted"
"NM_013844"	"Depleted"
"NM_013844"	"Depleted"
"NM_001163797"	"Depleted"
"NM_001163797"	"Depleted"
"NM_001163797"	"Depleted"
"NM_001163797"	"Depleted"
"NM_001163797"	"Depleted"
"NM_001044747"	"Depleted"
"NM_001044747"	"Depleted"
"NM_001044747"	"Depleted"
"NM_001044747"	"Depleted"
"NM_001044747"	"Depleted"
"NM_013844"	"Depleted"
"NM_013844"	"Depleted"
"NM_013844"	"Depleted"
"NM_013844"	"Depleted"
"NM_013844"	"Depleted"
"NM_001163797"	"Depleted"
"NM_001163797"	"Depleted"
"NM_001163797"	"Depleted"
"NM_001163797"	"Depleted"
"NM_001163797"	"Depleted"
"NM_001044747"	"Depleted"
"NM_001044747"	"Depleted"
"NM_001044747"	"Depleted"
"NM_001044747"	"Depleted"
"NM_001044747"	"Depleted"
"NM_013844"	"Depleted"
"NM_013844"	"Depleted"
"NM_013844"	"Depleted"
"NM_013844"	"Depleted"
"NM_013844"	"Depleted"
"NM_001163797"	"Depleted"
"NM_001163797"	"Depleted"
"NM_001163797"	"Depleted"
"NM_001163797"	"Depleted"
"NM_001163797"	"Depleted"
"NM_001044747"	"Depleted"
"NM_001044747"	"Depleted"
"NM_001044747"	"Depleted"
"NM_001044747"	"Depleted"
"NM_001044747"	"Depleted"
"NM_001360576"	"Depleted"
"NM_001360576"	"Depleted"
"NM_001360576"	"Depleted"
"NM_001360576"	"Depleted"
"NM_022981"	"Depleted"
"NM_022981"	"Depleted"
"NM_022981"	"Depleted"
"NM_022981"	"Depleted"
"NM_001294143"	"Depleted"
"NM_001294143"	"Depleted"
"NM_001294143"	"Depleted"
"NM_001136065"	"Depleted"
"NM_001136065"	"Depleted"
"NM_001136065"	"Depleted"
"NM_001136065"	"Depleted"
"NM_001294144"	"Depleted"
"NM_001294144"	"Depleted"
"NM_001294144"	"Depleted"
"NM_010433"	"Depleted"
"NM_010433"	"Depleted"
"NM_010433"	"Depleted"
"NM_001294143"	"Depleted"
"NM_001294143"	"Depleted"
"NM_001294143"	"Depleted"
"NM_001136065"	"Depleted"
"NM_001136065"	"Depleted"
"NM_001136065"	"Depleted"
"NM_001136065"	"Depleted"
"NM_001294144"	"Depleted"
"NM_001294144"	"Depleted"
"NM_001294144"	"Depleted"
"NM_010433"	"Depleted"
"NM_010433"	"Depleted"
"NM_010433"	"Depleted"
"NM_001294143"	"Depleted"
"NM_001294143"	"Depleted"
"NM_001294143"	"Depleted"
"NM_001136065"	"Depleted"
"NM_001136065"	"Depleted"
"NM_001136065"	"Depleted"
"NM_001136065"	"Depleted"
"NM_001294144"	"Depleted"
"NM_001294144"	"Depleted"
"NM_001294144"	"Depleted"
"NM_010433"	"Depleted"
"NM_010433"	"Depleted"
"NM_010433"	"Depleted"
"NM_001294143"	"Depleted"
"NM_001294143"	"Depleted"
"NM_001294143"	"Depleted"
"NM_001136065"	"Depleted"
"NM_001136065"	"Depleted"
"NM_001136065"	"Depleted"
"NM_001136065"	"Depleted"
"NM_001294144"	"Depleted"
"NM_001294144"	"Depleted"
"NM_001294144"	"Depleted"
"NM_010433"	"Depleted"
"NM_010433"	"Depleted"
"NM_010433"	"Depleted"
"NM_146081"	"Depleted"
"NM_146081"	"Depleted"
"NM_146081"	"Depleted"
"NM_001114131"	"Depleted"
"NM_001114131"	"Depleted"
"NM_001114131"	"Depleted"
"NM_146081"	"Depleted"
"NM_146081"	"Depleted"
"NM_146081"	"Depleted"
"NM_001114131"	"Depleted"
"NM_001114131"	"Depleted"
"NM_001114131"	"Depleted"
"NM_146081"	"Depleted"
"NM_146081"	"Depleted"
"NM_146081"	"Depleted"
"NM_001114131"	"Depleted"
"NM_001114131"	"Depleted"
"NM_001114131"	"Depleted"
"NM_146081"	"Depleted"
"NM_146081"	"Depleted"
"NM_146081"	"Depleted"
"NM_001114131"	"Depleted"
"NM_001114131"	"Depleted"
"NM_001114131"	"Depleted"
"NM_146081"	"Depleted"
"NM_146081"	"Depleted"
"NM_146081"	"Depleted"
"NM_001114131"	"Depleted"
"NM_001114131"	"Depleted"
"NM_001114131"	"Depleted"
"NM_017367"	"Depleted"
"NM_017367"	"Depleted"
"NM_017367"	"Depleted"
"NM_017367"	"Depleted"
"NM_001039162"	"Depleted"
"NM_001039162"	"Depleted"
"NM_001039162"	"Depleted"
"NM_001039162"	"Depleted"
"NM_009990"	"Depleted"
"NM_009990"	"Depleted"
"NM_009990"	"Depleted"
"NM_009990"	"Depleted"
"NM_001039162"	"Depleted"
"NM_001039162"	"Depleted"
"NM_001039162"	"Depleted"
"NM_001039162"	"Depleted"
"NM_009990"	"Depleted"
"NM_009990"	"Depleted"
"NM_009990"	"Depleted"
"NM_009990"	"Depleted"
"NM_001168277"	"Depleted"
"NM_001168277"	"Depleted"
"NM_001168277"	"Depleted"
"NM_173406"	"Depleted"
"NM_173406"	"Depleted"
"NM_173406"	"Depleted"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
"NM_144901"	"Depleted"
"NM_144901"	"Depleted"
"NM_144901"	"Depleted"
"NM_144901"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
"NM_144901"	"Depleted"
"NM_144901"	"Depleted"
"NM_144901"	"Depleted"
"NM_144901"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
